시트명,순번,제품명,이미지_개수,이미지_파일목록,HTML_파일경로
☆파일명 리스트(별색),44,맥세이프 보조배터리,13,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 22_A.jpg, 26_A.jpg, 27_A.jpg, 28_A.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\44_맥세이프 보조배터리.txt
☆파일명 리스트(별색),45,맥세이프 투명포켓,13,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 22_A.jpg, 26_A.jpg, 27_A.jpg, 28_A.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\45_맥세이프 투명포켓.txt
☆파일명 리스트(별색),46,수정테이프,13,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 22_A.jpg, 26_A.jpg, 27_A.jpg, 28_A.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\46_수정테이프.txt
☆파일명 리스트(별색),47,틴케이스,13,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 22_A.jpg, 26_A.jpg, 27_A.jpg, 28_A.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\47_틴케이스.txt
☆파일명 리스트(별색),48,틴케이스 창문형,13,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 22_A.jpg, 26_A.jpg, 27_A.jpg, 28_A.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\48_틴케이스 창문형.txt
☆파일명 리스트(별색),49,손거울,13,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 22_A.jpg, 26_A.jpg, 27_A.jpg, 28_A.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\49_손거울.txt
☆파일명 리스트(별색),50,글라스 범퍼케이스 무광/유광/홀로그램,9,"00_A.jpg, 01_D.jpg, 02_K.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_F.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\50_글라스 범퍼케이스 무광_유광_홀로그램.txt
☆파일명 리스트(별색),51,에폭시 범퍼케이스,9,"00_A.jpg, 01_D.jpg, 02_K.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_F.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\51_에폭시 범퍼케이스.txt
☆파일명 리스트(별색),52,에폭시 스마트톡,9,"00_A.jpg, 01_A.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\52_에폭시 스마트톡.txt
☆파일명 리스트(별색),53,에폭시 범퍼케이스,10,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_B.jpg, 21_B.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\53_에폭시 범퍼케이스.txt
☆파일명 리스트(별색),54,보이스 키링,9,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\54_보이스 키링.txt
☆파일명 리스트(별색),55,에폭시 금속키링,9,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 33_E.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\55_에폭시 금속키링.txt
☆파일명 리스트(별색),56,자유형 씰 스티커 투명,16,"00_A.jpg, 01_O.jpg, 02_L.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 10_A.jpg, 13_A.jpg, 14_B.jpg, 19_B.jpg, 22_A.jpg, 26_B.jpg, 33_G.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(별색)\56_자유형 씰 스티커 투명.txt
☆파일명 리스트(단색),01,자유형 거울 아크릴,17,"00_A.jpg, 01_A.jpg, 02_A.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 06_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_B.jpg, 11_A.jpg, 14_A.jpg, 23_A.jpg, 25_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\01_자유형 거울 아크릴.txt
☆파일명 리스트(단색),02,자유형 맥세이프 거울 아크릴,17,"00_A.jpg, 01_A.jpg, 02_A.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 06_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_B.jpg, 11_A.jpg, 14_A.jpg, 23_A.jpg, 25_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\02_자유형 맥세이프 거울 아크릴.txt
☆파일명 리스트(단색),03,맥세이프 슬라이드 투명포켓 거울,17,"00_A.jpg, 01_A.jpg, 02_A.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 06_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_B.jpg, 11_A.jpg, 14_A.jpg, 23_A.jpg, 25_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\03_맥세이프 슬라이드 투명포켓 거울.txt
☆파일명 리스트(단색),04,자유형 아크릴,15,"00_A.jpg, 01_A.jpg, 02_A.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 23_A.jpg, 25_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\04_자유형 아크릴.txt
☆파일명 리스트(단색),05,자유형 맥세이프 아크릴,15,"00_A.jpg, 01_A.jpg, 02_A.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 23_A.jpg, 25_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\05_자유형 맥세이프 아크릴.txt
☆파일명 리스트(단색),06,맥세이프 슬라이드 투명포켓 아크릴,15,"00_A.jpg, 01_A.jpg, 02_A.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_A.jpg, 20_A.jpg, 23_A.jpg, 25_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\06_맥세이프 슬라이드 투명포켓 아크릴.txt
☆파일명 리스트(단색),07,자유형 에폭시,13,"00_A.jpg, 01_A.jpg, 02_A.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 09_A.jpg, 10_B.jpg, 23_A.jpg, 25_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\07_자유형 에폭시.txt
☆파일명 리스트(단색),08,자유형 맥세이프 에폭시,13,"00_A.jpg, 01_A.jpg, 02_A.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 09_A.jpg, 10_B.jpg, 23_A.jpg, 25_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\08_자유형 맥세이프 에폭시.txt
☆파일명 리스트(단색),09,맥세이프 슬라이드 투명포켓 에폭시,14,"00_A.jpg, 01_A.jpg, 02_A.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 09_A.jpg, 10_B.jpg, 20_A.jpg, 23_A.jpg, 25_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\09_맥세이프 슬라이드 투명포켓 에폭시.txt
☆파일명 리스트(단색),10,자유형 마우스패드,13,"00_A.jpg, 01_L.jpg, 02_B.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 19_A.jpg, 26_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\10_자유형 마우스패드.txt
☆파일명 리스트(단색),11,자유형 숄더 스트랩,16,"00_A.jpg, 01_B.jpg, 02_B.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 10_A.jpg, 11_A.jpg, 12_B.jpg, 19_A.jpg, 23_A.jpg, 25_A.jpg, 26_A.jpg, 33_B.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\11_자유형 숄더 스트랩.txt
☆파일명 리스트(단색),F,자유형 핸드 스트랩,16,"00_A.jpg, 01_B.jpg, 02_B.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 10_A.jpg, 11_A.jpg, 12_B.jpg, 19_A.jpg, 23_A.jpg, 25_A.jpg, 26_A.jpg, 33_B.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\F_자유형 핸드 스트랩.txt
☆파일명 리스트(단색),13,자유형 아크릴 키링,17,"00_A.jpg, 01_B.jpg, 02_B.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 12_A.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\13_자유형 아크릴 키링.txt
☆파일명 리스트(단색),14,자유형 아크릴 자 15cm,17,"00_A.jpg, 01_B.jpg, 02_B.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 12_C.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\14_자유형 아크릴 자 15cm.txt
☆파일명 리스트(단색),15,자유형 아크릴 등신대,18,"00_A.jpg, 01_B.jpg, 02_B.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 12_B.jpg, 17_A.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\15_자유형 아크릴 등신대.txt
☆파일명 리스트(단색),16,자유형 아크릴 코롯토 10T,15,"00_A.jpg, 01_B.jpg, 02_B.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\16_자유형 아크릴 코롯토 10T.txt
☆파일명 리스트(단색),17,프린트앤컷,17,"00_A.jpg, 01_L.jpg, 02_L.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 14_C.jpg, 19_C.jpg, 24_A.jpg, 26_C.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\17_프린트앤컷.txt
☆파일명 리스트(단색),18,자유형 아크릴 젤 볼펜,15,"00_A.jpg, 01_C.jpg, 02_C.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 10_A.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 31_B.jpg, 33_D.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\18_자유형 아크릴 젤 볼펜.txt
☆파일명 리스트(단색),19,자유형 아크릴 집게,17,"00_A.jpg, 01_C.jpg, 02_C.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 31_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\19_자유형 아크릴 집게.txt
☆파일명 리스트(단색),20,자유형 아크릴 지비츠,15,"00_A.jpg, 01_C.jpg, 02_C.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\20_자유형 아크릴 지비츠.txt
☆파일명 리스트(단색),21,자유형 아크릴 마그넷,16,"00_A.jpg, 01_B.jpg, 02_C.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 08_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\21_자유형 아크릴 마그넷.txt
☆파일명 리스트(단색),22,자유형 인센스스틱 홀더,15,"00_A.jpg, 01_B.jpg, 02_B.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\22_자유형 인센스스틱 홀더.txt
☆파일명 리스트(단색),23,자유형 티코스터,15,"00_A.jpg, 01_B.jpg, 02_B.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 07_A.jpg, 09_A.jpg, 10_A.jpg, 11_A.jpg, 19_A.jpg, 24_A.jpg, 26_A.jpg, 33_A.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\23_자유형 티코스터.txt
☆파일명 리스트(단색),24,글라스 범퍼케이스 미러,12,"00_A.jpg, 01_D.jpg, 02_K.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 23_A.jpg, 25_A.jpg, 26_A.jpg, 33_B.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\24_글라스 범퍼케이스 미러.txt
☆파일명 리스트(단색),25,반구 구슬 스마트톡,13,"00_A.jpg, 01_M.jpg, 02_D.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 16_A.jpg, 20_A.jpg, 23_A.jpg, 25_A.jpg, 26_A.jpg, 33_B.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\25_반구 구슬 스마트톡.txt
☆파일명 리스트(단색),26,맥세이프 가죽포켓/스탠드,12,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 23_A.jpg, 25_A.jpg, 26_A.jpg, 33_B.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\26_맥세이프 가죽포켓_스탠드.txt
☆파일명 리스트(단색),27,스마트커버,12,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 23_A.jpg, 25_A.jpg, 26_A.jpg, 33_B.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\27_스마트커버.txt
☆파일명 리스트(단색),28,스마트폰 스트랩,12,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 23_A.jpg, 25_A.jpg, 26_A.jpg, 33_B.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\28_스마트폰 스트랩.txt
☆파일명 리스트(단색),29,고무 동전지갑,12,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 23_A.jpg, 25_A.jpg, 26_A.jpg, 33_B.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\29_고무 동전지갑.txt
☆파일명 리스트(단색),30,젤볼펜,12,"00_A.jpg, 01_F.jpg, 02_E.jpg, 03_A.jpg, 04_A.jpg, 05_A.jpg, 20_A.jpg, 23_A.jpg, 25_A.jpg, 26_A.jpg, 33_B.jpg, 34_A.jpg",C:\Users\custo\OneDrive\바탕 화면\HUSKFACTORY_v2\output\파일명 리스트(단색)\30_젤볼펜.txt
